influencer,comment,sentiment,likes,shares,platform,cost,engagement,roi
 TennisEnthusiastGrandSlamDrama ,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ", Captivation ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 BasketballFanUnderdogTriumph ,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ", Triumph ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 GolfEnthusiastPrecisionVictory ,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ", Awe ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 F1FanHighSpeedRaceExcitement ,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ", Thrill ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 CyclingEnthusiastWorldChampion ,"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ", Determination ,70.0,35.0, Facebook ,3000.0,175.0,0.058333333333333334
 HockeyFanComebackVictory ,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ", Heartwarming ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 SoccerFanTeamDefeats ,"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ", Disappointment ,80.0,40.0, Twitter ,3000.0,200.0,0.06666666666666667
 TennisEnthusiastUnexpectedSetback ,"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ", Frustration ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 BoxingFanChampionshipDefeat ,"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ", Reflection ,60.0,30.0, Facebook ,3000.0,150.0,0.05
 CyclingEnthusiastTireBlowout ,"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ", Obstacle ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 GymnasticsFanRoutineFall ,"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ", Sympathy ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 GolfEnthusiastMissedPutt ,"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ", Pressure ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 BasketballFanTeamLosses ,"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort. ", Renewed Effort ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 SwimmingEnthusiastRaceSetback ,"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race. ", Miscalculation ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 WeightliftingFanFailedRecord ,"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits. ", Challenge ,70.0,35.0, Facebook ,3000.0,175.0,0.058333333333333334
 SoccerPlayerOwnGoalMoment ,"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them. ", Despair ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 NatureEnthusiastSunsetWonder ,"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ", Tranquility ,80.0,40.0, Instagram ,3000.0,200.0,0.06666666666666667
 TravelEnthusiastRoadTripDiscovery ,"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime. ", Adventure ,70.0,35.0, Twitter ,3000.0,175.0,0.058333333333333334
 UrbanExplorerCafeSolitude ,"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind. ", Solace ,60.0,30.0, Facebook ,3000.0,150.0,0.05
 ArtEnthusiastStreetArtExploration ,"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression. ", Creativity ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 ScienceEnthusiastDiscoveryMoment ,"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration. ", Breakthrough ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 MusicLoverLiveOrchestraExperience ,"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul. ", Harmony ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 HomeBakerDeliciousMemories ,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones. ", Joy in Baking ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 HistoryBuffMuseumExploration ,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ", Envisioning History ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 BookwormCaptivatingNovelEscape ,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape. ", Imagination ,70.0,35.0, Facebook ,3000.0,175.0,0.058333333333333334
 PhotographyEnthusiastMarketMoments ,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ", Vibrancy ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 DanceEnthusiastCityNightPerformance ,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ", Mesmerizing ,80.0,40.0, Twitter ,3000.0,200.0,0.06666666666666667
 FoodieMarketStreetFoodExploration ,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ", Culinary Adventure ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 SnowLoverWinterEnthusiast ,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ", Winter Magic ,60.0,30.0, Facebook ,3000.0,150.0,0.05
 MysteryBookwormSuspensefulRead ,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ", Thrilling Journey ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 GardeningEnthusiastFlowerGarden ,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ", Nature's Beauty ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 AstronomyEnthusiastStargazing ,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ", Celestial Wonder ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 CoffeeLoverWritersRetreat ,"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose. ", Creative Inspiration ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 FashionEnthusiastDesignerShowcase ,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ", Runway Creativity ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 SurfingEnthusiastWaveRider ,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ", Ocean's Freedom ,45.0,22.0, Facebook ,3000.0,111.0,0.037
 HistoryExplorerAncientCityTour ,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ", Whispers of the Past ,70.0,35.0, Twitter ,3000.0,175.0,0.058333333333333334
 CrushAvoider ,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode , Excitement ,30.0,15.0, Twitter ,3000.0,75.0,0.025
 MovieBuff ,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems , Boredom ,35.0,18.0, Instagram ,3000.0,89.0,0.029666666666666668
 SelfieAddict ,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes , Joy ,45.0,22.0, Facebook ,3000.0,111.0,0.037
 AudioExplorer ,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife , Frustration ,40.0,20.0, Twitter ,3000.0,100.0,0.03333333333333333
 MemeCreator ,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions , Surprise ,50.0,25.0, Instagram ,3000.0,125.0,0.041666666666666664
 FashionBlunder ,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ", Indifference ,40.0,20.0, Facebook ,3000.0,100.0,0.03333333333333333
 GroupGenius ,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements , Satisfaction ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 ChipExplorer ,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ", Disgust ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 ExcitementSeeker ,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ", Surprise ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 NightReader ,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ", Joy ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 GamingEnthusiast ,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ", Excitement ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 LazyWatcher ,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon , Joy ,70.0,35.0, Facebook ,3000.0,175.0,0.058333333333333334
 TrendExplorer ,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen , Excitement ,40.0,20.0, Twitter ,3000.0,100.0,0.03333333333333333
 MusicalExplorer ,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney , Frustration ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 MusicAficionado ,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover , Joy ,45.0,22.0, Facebook ,3000.0,111.0,0.037
 HomeChef ,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef , Pride ,50.0,25.0, Twitter ,3000.0,125.0,0.041666666666666664
 AdventureSeeker ,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape , Excitement ,35.0,18.0, Instagram ,3000.0,89.0,0.029666666666666668
 DanceEnthusiast ,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight , Joy ,55.0,28.0, Facebook ,3000.0,139.0,0.04633333333333333
 NostalgiaExplorer ,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories , Joy ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 HomeDecorator ,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor , Excitement ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 ArtExplorer ,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ", Curiosity ,40.0,20.0, Facebook ,3000.0,100.0,0.03333333333333333
 ThoughtfulBlogger ,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger , Curiosity ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 NovelEnthusiast ,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon , Contentment ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 WiseSoul ,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ", Gratitude ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 ArtAdventurer ,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer , Curiosity ,45.0,22.0, Facebook ,3000.0,111.0,0.037
 HomeChefSenior ,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys , Contentment ,50.0,25.0, Instagram ,3000.0,125.0,0.041666666666666664
 LinguisticExplorer ,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate , Curiosity ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 MusicConnoisseur ,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ", Joy ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 PhotographySenior ,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer , Joy ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 TeaTimeSenior ,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ", Contentment ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 RoadTripSenior ,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ", Joy ,45.0,22.0, Facebook ,3000.0,111.0,0.037
 ChoirEnthusiast ,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ", Joy ,40.0,20.0, Instagram ,3000.0,100.0,0.03333333333333333
 MeditationSenior ,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ", Contentment ,35.0,18.0, Twitter ,3000.0,89.0,0.029666666666666668
 GardenEnthusiast ,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ", Contentment ,50.0,25.0, Facebook ,3000.0,125.0,0.041666666666666664
 WineConnoisseur ,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ", Contentment ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 ArtisticSenior ,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ", Joy ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 MemoiristSenior ,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ", Gratitude ,70.0,35.0, Facebook ,3000.0,175.0,0.058333333333333334
 HistoryEnthusiast ,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ", Curiosity ,60.0,30.0, Instagram ,3000.0,150.0,0.05
 FamilyChefSenior ,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ", Contentment ,40.0,20.0, Twitter ,3000.0,100.0,0.03333333333333333
 NaturePhotographySenior ,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ", Joy ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 JazzMusicLover ,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ", Joy ,50.0,25.0, Instagram ,3000.0,125.0,0.041666666666666664
 SeniorWordsmith ,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ", Gratitude ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 SoloAdventurer ,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ", Excitement ,60.0,30.0, Instagram ,3000.0,150.0,0.05
 CarEnthusiastSenior ,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ", Joy ,45.0,22.0, Facebook ,3000.0,111.0,0.037
 GreenThumbSenior ,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ", Joy ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 FamilyHostSenior ,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ", Contentment ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 DanceEnthusiastSenior ,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ", Joy ,35.0,18.0, Twitter ,3000.0,89.0,0.029666666666666668
 ArtGalleryVisitor ,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ", Joy ,50.0,25.0, Facebook ,3000.0,125.0,0.041666666666666664
 SeniorBookClub ,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ", Joy ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 SeniorPicnicHost ,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ", Contentment ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 SeniorActor ,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ", Joy ,40.0,20.0, Facebook ,3000.0,100.0,0.03333333333333333
 SeniorHikerExplorer ,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ", Excitement ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 SeniorPhotographerExhibitor ,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer , Gratitude ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 SeniorCyclingEnthusiast ,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ", Excitement ,50.0,25.0, Facebook ,3000.0,125.0,0.041666666666666664
 SeniorWineConnoisseur ,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ", Joy ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 SeniorBallroomDancer ,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ", Joy ,40.0,20.0, Twitter ,3000.0,100.0,0.03333333333333333
 SeniorPaintingOrganizer ,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ", Joy ,55.0,28.0, Facebook ,3000.0,139.0,0.04633333333333333
 SeniorMemoriesHost ,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ", Gratitude ,60.0,30.0, Instagram ,3000.0,150.0,0.05
 SeniorStargazer ,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ", Curiosity ,35.0,18.0, Twitter ,3000.0,89.0,0.029666666666666668
 SeniorJazzFestivalGoer ,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ", Joy ,50.0,25.0, Facebook ,3000.0,125.0,0.041666666666666664
 WisdomBloggerSenior ,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ", Gratitude ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 SeniorCharityRunner ,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ", Excitement ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 PhysicsWhizHighSchool ,"Survived a challenging physics exam. Equations, you won't defeat me! ", Relief ,40.0,20.0, Instagram ,3000.0,100.0,0.03333333333333333
 CodeExplorerHighSchool ,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder , Excitement ,50.0,25.0, Twitter ,3000.0,125.0,0.041666666666666664
 DebateWarriorHighSchool ,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ", Excitement ,35.0,18.0, Facebook ,3000.0,89.0,0.029666666666666668
 PhotoClubHighSchool ,"Started a photography club at school. Capturing moments, one snapshot at a time! ", Joy ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 PromDreamerHighSchool ,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ", Excitement ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 OutdoorClassHighSchool ,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! , Positive ,55.0,28.0, Facebook ,3000.0,139.0,0.04633333333333333
 PaintSpillHighSchool ,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ", Embarrassed ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 SkateProHighSchool ,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! , Excitement ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 KpopFangirlHighSchool ,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! , Joy ,40.0,20.0, Facebook ,3000.0,100.0,0.03333333333333333
 ChemistryWizardHighSchool ,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! , Joy ,55.0,28.0, Instagram ,3000.0,139.0,0.04633333333333333
 BirthdayPartyPlannerHighSchool ,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! , Joy ,45.0,22.0, Twitter ,3000.0,111.0,0.037
 DramaClubStarHighSchool ,"Joined the drama club to unleash my inner actor. Lights, camera, action! ", Excitement ,50.0,25.0, Facebook ,3000.0,125.0,0.041666666666666664
 FantasyBookNerdHighSchool ,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! , Excitement ,70.0,35.0, Instagram ,3000.0,175.0,0.058333333333333334
 DoodleMasterHighSchool ,Mastering the art of the perfect doodle during boring classes. Doodles: A+! , Joy ,40.0,20.0, Twitter ,3000.0,100.0,0.03333333333333333
 HandstandChallengeHighSchool ,Attempting to break the school record for the longest handstand. Wish me luck! , Excitement ,55.0,28.0, Facebook ,3000.0,139.0,0.04633333333333333
 SnackSmugglerHighSchool ,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! , Mischievous ,60.0,30.0, Instagram ,3000.0,150.0,0.05
 SleepoverHostHighSchool ,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! , Excitement ,35.0,18.0, Twitter ,3000.0,89.0,0.029666666666666668
 TikTokFailHighSchool ,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ", Embarrassed ,50.0,25.0, Facebook ,3000.0,125.0,0.041666666666666664
 SocialMediaBlunderHighSchool ,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! , Embarrassed ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 CrushFailHighSchool ,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! , Embarrassed ,60.0,30.0, Twitter ,3000.0,150.0,0.05
 PaperPlaneExpertHighSchool ,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! , Joy ,30.0,15.0, Instagram ,3000.0,75.0,0.025
 JugglingProHighSchool ,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! , Excitement ,40.0,22.0, Facebook ,3000.0,106.0,0.035333333333333335
 SnackNinjaHighSchool ,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! , Mischievous ,55.0,28.0, Twitter ,3000.0,139.0,0.04633333333333333
 ScavengerHuntMasterHighSchool ,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! , Excitement ,38.0,20.0, Instagram ,3000.0,98.0,0.03266666666666666
 RainDanceCelebrationHighSchool ,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! , Joy ,50.0,25.0, Facebook ,3000.0,125.0,0.041666666666666664
 GroupChatBlunderHighSchool ,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! , Embarrassed ,35.0,18.0, Twitter ,3000.0,89.0,0.029666666666666668
 MagicFailHighSchool ,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? , Embarrassed ,45.0,22.0, Instagram ,3000.0,111.0,0.037
 OrigamiProHighSchool ,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! , Joy ,36.0,18.0, Twitter ,3000.0,90.0,0.03
 HackySackChampionHighSchool ,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! , Excitement ,48.0,26.0, Instagram ,3000.0,126.0,0.042
 SecretHandshakeHighSchool ,Creating a secret handshake with friends. Friendship level: Expert! , Joy ,40.0,20.0, Facebook ,3000.0,100.0,0.03333333333333333
 BurgerQuestHighSchool ,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! , Excitement ,42.0,24.0, Twitter ,3000.0,114.0,0.038
 ComedyGeniusHighSchool ,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! , Joy ,39.0,21.0, Instagram ,3000.0,102.0,0.034
 LoveLetterBlunderHighSchool ,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! , Embarrassed ,33.0,17.0, Facebook ,3000.0,84.0,0.028
 ScienceExperimentProHighSchool ,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! , Excitement ,44.0,23.0, Twitter ,3000.0,113.0,0.03766666666666667
 BraceletCraftsmanHighSchool ,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! , Joy ,37.0,19.0, Instagram ,3000.0,94.0,0.03133333333333333
 CartwheelMasterHighSchool ,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! , Excitement ,52.0,27.0, Twitter ,3000.0,133.0,0.044333333333333336
 MovieMarathonHostHighSchool ,Organizing a movie marathon with friends. Popcorn and cinematic adventures await! , Joy ,43.0,22.0, Facebook ,3000.0,109.0,0.036333333333333336
 HairColorExperimentHighSchool ,Experimenting with a new hair color. A bold change for a bold semester! , Excitement ,39.0,20.0, Instagram ,3000.0,99.0,0.033
 TimeCapsuleCreatorHighSchool ,Building a time capsule to capture memories for the future. Time-traveling emotions! , Joy ,48.0,26.0, Facebook ,3000.0,126.0,0.042
 ClassroomBlunderHighSchool ,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! , Embarrassed ,32.0,16.0, Twitter ,3000.0,80.0,0.02666666666666667
 SmoothieConnoisseurHighSchool ,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! , Excitement ,42.0,23.0, Instagram ,3000.0,111.0,0.037
 OverwhelmedHighSchoolStudent ,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. , Sad ,28.0,15.0, Twitter ,3000.0,73.0,0.024333333333333332
 DealingWithHateHighSchool ,Encountered some mean-spirited comments online. Dealing with online hate is never easy. , Hate ,36.0,18.0, Instagram ,3000.0,90.0,0.03
 ToughDayHighSchool ,Had a bad day at school. Everything seems to be going wrong. , Bad ,40.0,20.0, Facebook ,3000.0,100.0,0.03333333333333333
 SportsTeamRejectionHighSchool ,Feeling down after not making the sports team. Disappointment lingers. , Sad ,34.0,17.0, Twitter ,3000.0,85.0,0.028333333333333332
 CafeteriaConflictHighSchool ,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. , Hate ,41.0,21.0, Instagram ,3000.0,104.0,0.034666666666666665
 ProjectGradeDisappointmentHighSchool ,Received a not-so-great grade on a major project. Academic frustration setting in. , Bad ,38.0,19.0, Facebook ,3000.0,95.0,0.03166666666666667
 PersonalSetbackHighSchool ,Dealing with a personal setback. Sometimes life throws unexpected challenges. , Sad ,44.0,22.0, Twitter ,3000.0,110.0,0.03666666666666667
